pH,turbidity_NTU,temperature_C,DO_mg_L,conductivity_uS_cm,EC25_uS_cm,TDS_mg_L,reuse_label
10.61,40.002,23.03,1.019,3000.0,3123.048094940662,2186.1336664584637,not_usable
7.387,1.335,23.88,5.599,1405.5,1437.704582651391,1006.3932078559736,irrigation
7.454,0.761,26.76,6.922,1198.97,1158.2013137557958,810.740919629057,irrigation
10.38,43.076,19.71,0.355,3913.46,4376.492954596287,3063.5450682174005,not_usable
3.488,56.475,21.34,0.9,3000.0,3236.9443245576176,2265.861027190332,not_usable
3.543,38.53,33.54,0.506,5937.23,5071.088144858216,3549.761701400751,not_usable
8.298,11.606,31.09,3.32,2243.28,1999.7147441611696,1399.8003209128187,cooling
7.451,2.629,26.28,6.804,1073.96,1047.1528861154443,733.0070202808112,irrigation
7.221,12.453,35.88,2.446,1483.49,1218.3722076215506,852.8605453350854,cooling
7.433,5.094,28.89,7.922,1105.65,1025.8396734087958,718.087771386157,irrigation
7.579,10.413,33.12,4.641,2331.19,2005.4972470750172,1403.8480729525122,cooling
3.448,48.365,21.92,0.551,4608.49,4911.008098891731,3437.7056692242118,not_usable
8.798,9.346,37.18,4.522,2904.12,2335.252492762946,1634.676744934062,cooling
7.146,3.382,21.64,5.24,1043.83,1119.028730703259,783.3201114922813,irrigation
3.081,50.728,26.57,1.919,5924.87,5744.492922241613,4021.145045569129,not_usable
7.348,4.294,21.98,5.519,765.0,814.176245210728,569.9233716475095,irrigation
7.601,13.486,32.83,4.463,1516.95,1311.5597440774684,918.0918208542278,cooling
7.547,9.017,30.0,4.413,950.21,863.8272727272727,604.6790909090909,irrigation
7.966,3.0,29.63,3.128,2322.33,2125.5079626578804,1487.8555738605162,cooling
6.112,26.801,30.56,3.376,1433.62,1290.1547876169907,903.1083513318936,cooling
6.95,0.714,25.57,7.002,1000.25,988.9756772790192,692.2829740953133,irrigation
10.0,33.622,21.81,1.853,4546.48,4856.31275368511,3399.4189275795766,not_usable
6.545,21.443,29.78,4.616,709.09,647.2161372763782,453.0512960934647,cooling
7.614,12.911,32.72,3.614,1400.4,1213.0977130977133,849.1683991683992,cooling
8.582,5.252,36.43,5.663,2320.92,1889.076998209344,1322.3538987465408,irrigation
7.584,18.132,30.72,2.22,1526.33,1369.642857142857,958.75,cooling
7.33,4.543,28.56,6.179,1341.8,1252.6138909634055,876.8297236743838,irrigation
7.451,6.0,23.93,3.579,500.0,510.9339873288371,357.65379113018594,cooling
8.296,11.677,29.81,3.356,1494.53,1363.3734719941615,954.361430395913,cooling
8.461,7.311,33.56,4.151,2326.63,1986.5351775956285,1390.57462431694,irrigation
2.527,25.939,29.87,1.989,6505.05,5927.692728266813,4149.384909786769,not_usable
12.355,42.728,19.65,1.472,6666.02,7464.7480403135505,5225.323628219485,not_usable
13.534,52.768,13.87,0.411,5335.29,6862.992024697711,4804.094417288397,not_usable
7.419,4.244,23.03,5.0,1170.68,1218.696647928378,853.0876535498646,irrigation
7.395,3.0,36.27,5.315,2421.2,1975.8446221641912,1383.0912355149335,irrigation
8.155,19.185,26.23,1.838,1554.32,1517.0017567831349,1061.9012297481945,not_usable
8.969,5.668,35.59,3.598,1646.76,1358.9371183363592,951.2559828354514,cooling
7.638,6.493,34.4,5.195,1470.85,1238.0892255892256,866.6624579124579,irrigation
11.732,62.143,23.08,0.849,3161.16,3287.3960066555737,2301.177204658901,not_usable
12.748,26.553,25.64,3.0,4684.2,4625.0,3237.5,not_usable
7.241,11.046,31.51,4.288,2555.76,2261.334277119094,1582.9339939833658,cooling
7.801,12.644,32.34,5.251,1383.12,1206.0690617370071,844.2483432159049,cooling
6.934,23.479,33.48,2.007,778.95,665.9969220246238,466.19784541723664,cooling
6.972,2.86,31.5,6.474,615.5,544.6902654867257,381.283185840708,irrigation
6.619,0.5,25.85,6.998,408.16,401.3372664700098,280.93608652900684,potable_high_quality_reuse
7.501,10.644,27.39,5.292,1873.64,1788.1656804733727,1251.715976331361,cooling
4.362,50.381,24.72,2.427,4907.34,4934.975864843122,3454.483105390185,not_usable
8.376,6.0,22.03,4.683,1655.12,1759.642781203487,1231.7499468424407,irrigation
7.163,5.918,29.66,2.92,1359.18,1243.3040614709112,870.3128430296377,cooling
7.936,6.132,26.97,4.032,1602.82,1542.06272849721,1079.443909948047,irrigation
7.404,0.5,23.71,6.228,747.06,766.8445904331759,536.7912133032231,irrigation
7.523,8.791,30.68,3.843,1227.49,1102.2719109195402,771.5903376436781,cooling
6.595,0.5,25.96,8.574,1500.0,1471.7425431711144,1030.21978021978,irrigation
7.701,0.838,24.08,6.769,1095.34,1115.8720456397718,781.1104319478402,irrigation
8.932,19.807,24.67,2.499,2159.89,2174.239983893698,1521.9679887255886,cooling
3.304,20.0,21.89,1.107,6333.48,6753.550863723608,4727.485604606525,not_usable
8.24,24.932,29.27,4.31,1684.06,1551.5570296664823,1086.0899207665375,cooling
7.437,2.257,25.8,6.739,1206.42,1187.4212598425197,831.1948818897638,irrigation
3.236,51.845,24.46,1.508,4993.61,5048.129801860089,3533.6908613020623,not_usable
12.637,81.957,32.52,0.0,5618.11,4883.614394993046,3418.530076495132,not_usable
8.296,6.697,28.51,3.995,2038.4,1904.6907120164456,1333.2834984115118,cooling
6.585,30.735,35.42,4.309,951.84,787.6861966236345,551.3803376365441,cooling
7.535,0.5,29.41,5.755,1022.93,940.0202168718984,658.0141518103289,irrigation
7.562,6.278,24.6,7.36,551.46,555.9072580645162,389.1350806451613,irrigation
13.108,29.06,29.51,2.468,6490.61,5953.59567051917,4167.516969363419,not_usable
7.905,15.392,29.13,3.475,1034.79,955.837797893959,669.0864585257713,cooling
3.367,59.995,33.07,2.208,4885.58,4206.629929395557,2944.6409505768897,not_usable
8.318,7.488,34.9,3.933,1609.03,1343.0968280467446,940.1677796327212,cooling
7.344,6.698,25.42,7.197,1044.81,1036.1067036890122,725.2746925823085,irrigation
8.118,6.0,32.56,2.177,1539.32,1337.143849895761,936.0006949270326,cooling
12.308,56.62,32.02,0.952,4133.99,3625.035075412136,2537.5245527884945,not_usable
3.731,64.504,19.01,2.525,5340.99,6067.927743694615,4247.549420586231,not_usable
12.834,67.469,31.43,0.759,5504.39,4877.184121920964,3414.0288853446746,not_usable
10.702,53.316,24.06,1.99,5200.35,5299.989808397881,3709.992865878516,not_usable
3.005,62.834,31.93,2.995,8403.49,7380.546284911294,5166.382399437905,not_usable
7.137,3.211,22.33,8.25,996.48,1052.693851679696,736.8856961757871,irrigation
7.271,6.244,38.72,3.656,1252.05,982.4623352165725,687.7236346516007,cooling
7.071,18.429,23.65,3.404,734.51,754.8920863309353,528.4244604316547,cooling
2.611,51.73,35.9,1.647,3094.27,2540.4515599343185,1778.3160919540228,not_usable
7.913,6.007,20.31,6.514,1045.16,1153.343632752152,807.3405429265064,irrigation
10.347,59.305,36.87,1.324,6163.51,4981.016647809924,3486.7116534669462,not_usable
6.631,18.522,24.64,4.135,1482.33,1493.0801772763898,1045.1561240934727,cooling
7.691,10.656,24.34,2.852,2426.68,2459.140656668017,1721.398459667612,cooling
11.638,50.376,28.62,1.271,5279.14,4922.734054457293,3445.9138381201046,not_usable
11.977,32.043,37.73,1.976,6893.87,5494.874860513311,3846.4124023593176,not_usable
6.827,1.657,26.21,9.0,1160.75,1133.3235696153097,793.3264987307166,irrigation
7.383,13.106,26.94,4.037,1729.85,1665.2387370042356,1165.667115902965,cooling
7.836,12.55,39.63,4.453,1671.16,1292.867089586879,905.0069627108152,cooling
8.367,18.326,24.94,2.82,500.0,500.60072086503806,350.4205046055266,cooling
7.0,10.437,35.18,4.827,2295.79,1907.4360252575607,1335.2052176802924,cooling
6.983,2.225,23.34,5.987,1024.46,1059.6400496483243,741.7480347538271,irrigation
7.947,9.464,28.66,3.604,1000.0,931.7927692881104,652.2549385016773,cooling
7.445,2.381,25.17,6.13,911.47,908.3815028901734,635.8670520231213,irrigation
7.73,11.384,28.71,4.797,500.0,465.4626698938745,325.82386892571213,cooling
7.177,12.824,34.25,2.558,1422.18,1200.1518987341772,840.106329113924,cooling
8.74,19.257,26.1,5.613,1731.08,1693.8160469667318,1185.671232876712,cooling
7.926,4.848,26.46,7.626,884.94,859.8328799067236,601.8830159347065,irrigation
7.825,3.707,37.62,3.409,2480.78,1980.8208240178856,1386.57457681252,cooling
7.424,0.5,24.45,7.821,735.52,743.7007077856421,520.5904954499495,irrigation
6.71,25.445,34.02,3.592,513.13,434.708573364961,304.2960013554727,cooling
6.59,6.0,30.54,4.067,2821.0,2539.6110911055093,1777.7277637738564,cooling
8.074,7.714,27.13,4.374,2282.0,2188.758872050643,1532.13121043545,cooling
2.986,47.13,31.82,1.079,4395.75,3868.1362196409714,2707.69535374868,not_usable
8.399,6.016,27.96,1.862,1925.34,1817.7303625377644,1272.411253776435,not_usable
7.335,5.098,22.18,7.762,1339.25,1419.2984315387876,993.5089020771512,irrigation
7.192,5.345,22.29,6.317,633.23,669.5178684711356,468.66250792979486,irrigation
9.462,36.632,30.5,4.182,894.95,806.2612612612612,564.3828828828828,not_usable
4.337,28.712,21.55,2.133,6666.13,7160.182599355531,5012.127819548871,not_usable
7.49,3.76,29.5,6.976,1167.07,1070.7064220183486,749.494495412844,irrigation
12.366,31.159,25.39,1.694,6777.51,6725.054574320302,4707.538202024211,not_usable
2.613,60.639,27.82,0.694,5733.82,5427.697841726618,3799.388489208633,not_usable
8.495,7.914,27.4,3.101,1825.19,1741.5935114503816,1219.115458015267,cooling
7.92,1.849,25.9,5.0,1221.46,1199.8624754420432,839.9037328094302,irrigation
8.392,8.289,30.6,2.11,500.0,449.64028776978415,314.74820143884887,cooling
8.196,28.212,26.5,3.263,1986.37,1928.514563106796,1349.9601941747571,cooling
11.86,28.612,28.2,1.673,4761.28,4474.887218045113,3132.4210526315787,not_usable
7.533,6.304,34.52,2.416,1288.64,1082.52688172043,757.7688172043011,cooling
7.496,16.898,25.85,3.34,500.0,491.64208456243847,344.1494591937069,cooling
7.146,0.779,27.98,5.0,336.02,317.11966779916946,221.9837674594186,irrigation
8.895,17.08,29.25,4.896,1559.98,1437.7695852534564,1006.4387096774194,cooling
8.403,4.394,36.17,3.56,2986.9,2441.474579042014,1709.0322053294096,cooling
3.003,45.655,26.59,1.819,5866.28,5685.481682496607,3979.837177747625,not_usable
7.051,2.809,16.38,8.081,954.43,1153.2503624939584,807.2752537457708,irrigation
8.671,35.705,26.85,2.655,2299.72,2217.6663452266152,1552.3664416586305,cooling
2.403,35.492,28.28,2.111,3000.0,2815.315315315315,1970.72072072072,not_usable
12.102,42.829,33.31,1.292,3726.64,3195.5410735722858,2236.8787515006,not_usable
7.274,7.505,20.49,7.33,1036.05,1138.766761925698,797.1367333479885,irrigation
7.748,5.216,30.52,7.712,959.94,864.499279538905,605.1494956772334,irrigation
3.1,28.233,21.56,0.711,4425.83,4752.824312714776,3326.977018900343,not_usable
8.398,13.86,21.17,2.258,1417.3,1534.87112843838,1074.409789906866,cooling
7.103,4.216,30.32,5.689,732.77,662.3011569052784,463.6108098336948,irrigation
12.212,20.0,29.34,1.04,5521.51,5080.52079499448,3556.364556496136,not_usable
8.166,10.393,29.75,3.86,2081.58,1900.986301369863,1330.690410958904,cooling
8.1,7.213,34.38,2.42,1145.19,964.2893230043786,675.002526103065,cooling
6.294,21.119,25.17,3.951,588.92,586.9244568467211,410.8471197927048,cooling
7.542,12.223,21.58,4.869,3869.18,4153.263203091456,2907.284242164019,cooling
7.0,3.971,38.22,4.387,2600.9,2057.0230939576086,1439.916165770326,cooling
7.685,22.788,30.16,4.184,500.0,453.22697606961566,317.25888324873097,cooling
6.873,0.5,25.5,5.822,775.14,767.4653465346535,537.2257425742574,irrigation
7.486,6.0,24.86,1.5,2020.02,2025.691937424789,1417.9843561973526,not_usable
7.198,18.66,31.87,3.753,903.82,794.6368911552664,556.2458238086865,cooling
8.502,18.242,27.44,4.168,1238.89,1181.245232646835,826.8716628527842,cooling
7.57,9.056,30.22,3.847,2304.18,2086.363636363636,1460.454545454545,cooling
13.261,74.329,35.18,2.649,5914.26,4913.808574277169,3439.666001994018,not_usable
7.558,20.667,31.15,5.159,660.14,587.8361531611754,411.4853072128228,cooling
7.398,6.602,26.31,6.434,1343.08,1308.7897096082634,916.1527967257842,irrigation
6.266,17.435,30.84,2.118,1074.79,962.3835959885388,673.668517191977,cooling
8.108,14.255,24.17,2.336,2074.63,2109.65019320724,1476.755135245068,cooling
7.487,9.717,29.52,3.848,3043.01,2790.728173147469,1953.5097212032283,cooling
3.678,52.837,23.69,0.562,3000.0,3080.714725816389,2156.5003080714723,not_usable
7.552,5.39,28.68,5.665,990.33,922.438524590164,645.7069672131148,irrigation
8.12,18.129,27.3,2.563,1625.64,1554.14913957935,1087.9043977055449,cooling
7.453,19.856,31.87,4.736,2248.32,1976.7188324248289,1383.70318269738,cooling
7.516,5.211,25.72,6.344,923.24,910.134069400631,637.0938485804417,irrigation
7.932,9.964,36.64,3.246,1515.59,1229.3883841661257,860.5718689162879,cooling
8.335,12.232,28.36,3.636,1931.42,1809.8013493253372,1266.860944527736,cooling
7.899,3.628,33.52,5.567,2146.59,1834.065276828435,1283.8456937799042,irrigation
12.146,20.0,29.83,1.521,7016.43,6398.349443735182,4478.844610614627,not_usable
7.15,13.735,27.69,3.01,691.77,656.4528373505408,459.5169861453785,cooling
8.226,3.985,28.59,6.424,1486.25,1386.685948871058,970.6801642097404,irrigation
7.509,31.206,25.44,2.956,1827.11,1811.1716891356068,1267.8201823949246,cooling
10.361,26.477,21.26,2.843,6880.6,7436.878512753999,5205.814958927799,not_usable
7.319,1.722,24.89,5.953,1034.77,1037.0515133293245,725.9360593305271,irrigation
4.5,36.878,13.94,1.083,3000.0,3852.080123266565,2696.456086286595,not_usable
7.536,19.226,30.95,2.201,1883.7,1683.378016085791,1178.3646112600536,cooling
12.321,73.684,25.88,2.048,3803.77,3737.9815251572327,2616.5870676100626,not_usable
7.192,3.62,28.8,8.864,1212.52,1126.8773234200742,788.8141263940519,irrigation
6.977,6.393,25.45,6.723,1228.94,1217.9781962338952,852.5847373637266,irrigation
7.701,20.08,24.54,3.483,1635.51,1650.6964069438836,1155.4874848607185,cooling
7.515,24.035,27.34,3.841,2434.8,2325.945739396256,1628.162017577379,cooling
7.232,13.171,30.12,3.524,3459.0,3137.6995645863567,2196.3896952104496,cooling
14.0,20.0,29.09,3.0,4113.28,3802.255500092438,2661.5788500647063,not_usable
7.033,17.45,21.28,3.183,2448.85,2645.6892826274848,1851.9824978392392,cooling
7.314,5.061,24.64,7.001,717.42,722.6228847703464,505.83601933924245,irrigation
7.27,5.058,25.55,7.453,1282.46,1268.5064292779423,887.9545004945597,irrigation
7.749,9.802,26.82,2.65,1499.54,1446.8737939019684,1012.8116557313778,cooling
7.292,4.521,23.55,7.508,1265.39,1303.1822863027808,912.2276004119464,irrigation
7.953,4.015,29.54,6.551,889.92,815.8415841584158,571.089108910891,irrigation
3.962,44.955,23.37,2.472,5930.75,6130.607814761215,4291.425470332851,not_usable
7.555,5.02,20.78,7.84,200.0,218.435998252512,152.9051987767584,irrigation
8.573,8.027,26.11,3.459,500.0,489.14106828409314,342.3987477988652,cooling
7.217,3.558,24.92,5.485,1078.51,1080.2383814102564,756.1668669871794,irrigation
8.051,1.885,22.99,5.894,1008.42,1050.656386747239,735.4594707230672,irrigation
2.975,59.036,37.27,1.681,7805.21,6267.231411594668,4387.061988116268,not_usable
7.92,2.082,22.0,7.479,847.33,901.4148936170212,630.9904255319149,irrigation
6.694,0.5,27.22,5.637,489.5,468.69015702795866,328.08310991957103,irrigation
7.866,12.794,25.26,5.357,2255.69,2244.0210903302823,1570.8147632311975,cooling
7.33,24.507,25.3,3.618,1808.36,1797.5745526838964,1258.3021868787273,cooling
7.988,6.495,23.11,3.832,2175.09,2260.538349615465,1582.3768447308255,cooling
7.613,3.0,34.97,5.43,1442.78,1202.9181257295313,842.0426880106719,irrigation
7.822,8.171,29.11,4.811,2827.14,2612.4006653114025,1828.6804657179816,cooling
7.959,27.085,29.86,3.577,500.0,455.7054320087496,318.99380240612464,cooling
7.413,8.767,35.46,4.966,1946.21,1609.5021501819383,1126.6515051273568,irrigation
7.328,5.557,23.53,6.731,881.47,908.1702039975272,635.7191427982691,irrigation
3.744,24.856,22.59,0.815,7252.82,7620.109266652658,5334.076486656861,not_usable
7.915,8.519,32.72,5.183,2038.03,1765.445252945253,1235.811677061677,irrigation
7.594,4.815,30.29,2.731,1310.64,1185.2414541508413,829.6690179055888,cooling
6.937,0.5,22.79,6.39,831.06,869.4915254237287,608.6440677966101,irrigation
8.502,7.383,31.37,4.73,1229.88,1090.8994145822248,763.6295902075574,irrigation
6.077,37.072,20.08,4.314,1342.86,1489.418811002662,1042.5931677018632,cooling
8.172,6.0,27.18,2.838,1029.8,986.7765427366808,690.7435799156764,cooling
3.279,71.711,31.97,1.29,4469.52,3922.696155871512,2745.887309110058,not_usable
6.16,6.0,22.97,5.221,1323.82,1379.8415676464456,965.8890973525118,irrigation
6.963,18.638,29.95,3.822,2141.71,1948.780709736124,1364.1464968152866,cooling
2.928,72.829,23.29,2.161,4877.82,5050.548767860841,3535.384137502588,not_usable
13.721,57.798,32.59,0.278,6062.4,5263.413787115817,3684.389650981072,not_usable
7.333,3.333,26.33,7.539,937.06,912.7800506526396,638.9460354568478,irrigation
7.492,0.97,21.73,7.944,1214.61,1299.6041087096082,909.7228760967256,irrigation
7.461,9.542,36.83,4.592,2321.37,1877.2197962154291,1314.0538573508004,irrigation
7.544,6.131,22.52,8.524,598.78,630.0294612794612,441.0206228956228,irrigation
12.399,20.0,35.75,1.798,6441.64,5301.761316872428,3711.2329218107,not_usable
8.256,11.627,33.32,1.745,1579.1,1353.8237311385458,947.676611796982,not_usable
7.089,17.232,27.68,4.079,2932.12,2782.953682611997,1948.0675778283971,cooling
7.484,18.944,23.07,4.227,694.88,722.7792802163511,505.94549615144575,cooling
3.017,69.411,34.28,3.0,4682.17,3949.1987179487182,2764.4391025641025,not_usable
6.339,32.001,25.4,2.919,500.0,496.031746031746,347.2222222222222,cooling
8.533,7.589,27.5,4.506,1958.05,1864.809523809524,1305.3666666666666,irrigation
6.05,24.76,31.96,3.8,1380.37,1211.7011938202247,848.1908356741573,cooling
7.518,15.339,38.33,5.223,1541.9,1217.353544923417,852.1474814463919,cooling
9.0,6.397,36.85,2.26,1357.69,1097.5666936135813,768.2966855295068,cooling
3.54,26.308,31.01,1.277,6667.93,5952.445991787181,4166.712194251027,not_usable
7.454,9.501,30.86,2.202,2334.5,2089.5989974937343,1462.7192982456138,cooling
10.0,55.848,34.39,0.964,3921.02,3301.0776224953697,2310.7543357467584,not_usable
7.522,3.0,32.29,3.635,1959.32,1710.001745505324,1197.0012218537267,cooling
7.386,4.779,25.54,6.366,888.21,878.7198258804908,615.1038781163435,irrigation
7.411,3.06,21.87,6.655,597.43,637.3266481758053,446.1286537230637,irrigation
7.597,9.124,30.89,5.406,2916.0,2608.695652173913,1826.0869565217392,cooling
2.78,55.658,22.01,0.823,3000.0,3190.810465858328,2233.567326100829,not_usable
11.588,37.133,29.47,1.688,7833.92,7191.040939966955,5033.728657976868,not_usable
7.061,21.225,24.91,3.773,2241.75,2245.7924263674613,1572.054698457223,cooling
7.853,10.611,36.6,3.273,1481.3,1202.353896103896,841.6477272727271,cooling
7.34,5.107,23.18,6.192,767.09,796.0668327106683,557.2467828974678,irrigation
6.971,5.88,21.78,6.766,988.69,1056.744335185977,739.7210346301838,irrigation
8.518,15.198,34.87,4.165,1093.43,913.17020210456,639.2191414731919,cooling
7.61,6.343,36.05,3.228,1471.92,1205.5036855036858,843.85257985258,cooling
3.521,20.0,27.29,1.321,5487.88,5247.542551157008,3673.2797858099057,not_usable
7.063,0.5,22.59,6.32,650.08,683.0006303845346,478.10044126917415,potable_high_quality_reuse
7.09,5.099,28.09,5.0,1037.31,976.9353927293274,683.8547749105292,irrigation
4.348,53.962,35.62,0.0,4390.96,3621.709006928407,2535.1963048498847,not_usable
7.674,19.291,30.69,4.268,1247.2,1119.770156221943,783.8391093553599,cooling
2.843,47.145,28.14,2.125,5739.79,5400.63041023711,3780.441287165977,not_usable
7.881,3.192,21.69,5.842,430.56,461.0837438423645,322.7586206896552,irrigation
6.914,3.792,28.65,5.502,865.13,806.2721342031687,564.390493942218,irrigation
7.764,13.377,28.15,3.721,2833.78,2665.832549388523,1866.0827845719664,cooling
10.604,20.0,37.1,1.728,7875.93,6341.328502415459,4438.929951690821,not_usable
8.083,12.526,29.05,3.591,2020.95,1869.5189639222945,1308.6632747456058,cooling
7.8,28.584,26.09,4.999,1323.68,1295.4394206302604,906.8075944411822,cooling
